2020-2021 NBA Stats | Player Box Score & Advanced Metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amir Coffey,Lac,G-F,23.87,44,9,18.7,15.1,11.1,38,0.711,47,0.468,56,0.411,0.549,0.585,3.2,1,6.3,0.5,7.3,0.23,0,0.34,5.2,114.4,108.4
,Wes Iwundu,Nor,F,26.36,13,14.6,30.4,12,20.5,15,0.8,20,0.6,16,0.125,0.417,0.493,3.2,2.6,9.9,0.4,3.3,0.38,0.08,0.85,4.1,89,105.9
,Isaiah Joe,Phi,G,21.83,34,9.1,18.9,16.8,6.6,16,0.75,23,0.304,83,0.337,0.462,0.487,3.2,0.9,5.3,0.5,7.9,0.26,0.12,0.24,5,102.6,104.3
,Zeke Nnaji,Den,F-C,20.3,38,9.3,19.3,12.9,6.8,15,0.8,39,0.641,51,0.392,0.611,0.631,3.2,1.5,9.2,0.2,2.6,0.13,0.11,0.18,4.2,123.9,109.9
,Sam Merrill,Mil,G,24.95,27,7.4,15.4,15.6,13.6,4,1,21,0.476,41,0.488,0.645,0.659,3.1,1,7.1,0.7,13,0.19,0.04,0.37,7,123.8,107.3
,Amida Brimah,Ind,C,27.21,2,6.9,14.3,12.1,0,2,1,3,0.667,0,0,0.667,0.773,3,1.5,11.9,0,0,0,1.5,0,0,159.4,108.3
,Kyle Guy,Sac,G,23.72,25,7,14.6,19.8,7.4,16,0.875,32,0.469,36,0.278,0.441,0.493,3,1,7.9,0.8,16,0.16,0,0.24,7.7,107.1,114.4
,Rondae Hollis-Jefferson,Por,F,26.32,7,11.5,24,11.8,9,14,0.643,13,0.462,1,0,0.429,0.521,3,2.7,12.6,1.4,16,0.29,0.57,0.29,7.8,131.7,104.5
,Rodions Kurucs,Mil,F,23.23,5,6.7,14,16,31.1,2,1,4,0.5,4,0.75,0.813,0.845,3,1.8,14.1,0.8,15.3,0.6,0,0.8,9.7,126.1,84
,Frank Ntilikina,Nyk,G,22.75,25,10.5,21.9,13.9,12.2,16,0.5,27,0.222,38,0.474,0.508,0.514,3,1,5.2,0.6,7.9,0.6,0.08,0.4,4.6,101.1,96.1
,Norvel Pelle,Sac,C,28.23,1,3.8,7.9,31.2,0,4,0.75,1,0,0,0,0,0.543,3,1,14.7,1,29.6,0,0,0,15.2,,
,Paul Reed,Phi,F,21.87,20,6.6,13.8,21.3,13.7,4,0.25,49,0.592,6,0,0.527,0.52,3,2.1,17.5,0.4,8.4,0.3,0.55,0.45,8.2,105.2,93.2
,Dennis Smith Jr.,Nyk,G,23.43,3,9.2,19.2,21.8,7.3,6,0.833,6,0.333,4,0,0.2,0.356,3,0.7,3.9,1,14.6,1,0,0.33,5.6,83.9,92.9
,Ryan Arcidiacono,Chi,G,27.09,37,10.7,22.3,12.5,6.1,18,0.667,42,0.5,57,0.316,0.485,0.505,2.9,1.6,8.5,1.3,15.9,0.22,0,0.19,6.8,114.9,105.5
,Tacko Fall,Bos,C,25.38,14,7.2,14.9,14.5,11.9,13,0.308,24,0.75,0,0,0.75,0.673,2.9,2.7,21.1,0.1,3,0.07,0.86,0.29,5.1,125,95.8
,Alfonzo McKinnie,Lal,F,28.61,35,6.3,13.2,17,4.6,17,0.529,43,0.581,32,0.438,0.613,0.612,2.9,1.3,11.6,0.2,4.1,0.14,0,0.11,5.8,124.1,100.9
,Brodric Thomas,Cle,G,24.25,18,9.7,20.2,18,13.9,18,0.722,25,0.32,29,0.276,0.37,0.428,2.9,1.1,6.4,0.7,9.7,0.39,0.28,0.56,5.4,86.3,107.6
,Tremont Waters,Bos,G,23.3,19,8,16.7,20.5,24.9,14,0.929,27,0.407,21,0.333,0.448,0.517,2.9,0.6,4.4,2.2,37.5,0.68,0,0.95,7.8,104.9,106.3
,Jordan Bell,Was,F,26.31,5,13.4,28,14.2,13,0,0,18,0.389,2,0,0.35,0.35,2.8,3.8,15,1,9.6,0.6,0.6,0.6,6.6,85.5,106.2
,Bruno Caboclo,Hou,F,25.6,6,6.1,12.6,25.7,18.3,2,0.5,12,0.667,5,0,0.471,0.475,2.8,2.3,20.5,0.2,4.7,0,0.33,0.67,7.1,83.1,97.2
,Matthew Dellavedova,Cle,G,30.64,13,17.2,35.9,12.4,9.4,4,1,31,0.323,25,0.16,0.286,0.312,2.8,1.8,6,4.5,34.8,0.31,0.08,0.46,6.6,100.4,109.3
,Gorgui Dieng,San,C,31.28,8,8.2,17.1,13.9,14.4,11,0.727,6,0.667,7,0.286,0.538,0.617,2.8,2.3,14.6,0.5,8,0.25,0.13,0.38,7.2,122.2,97
,Harry Giles III,Por,F-C,23.02,32,10,20.9,14.8,17.2,22,0.682,64,0.406,18,0.444,0.463,0.496,2.8,3.8,20.1,0.8,10.1,0.19,0.31,0.59,8.2,104.9,98.7
,Mfiondu Kabengele,Cle,F-C,23.71,6,7.4,15.4,13.7,7.2,2,1,4,0.75,8,0.375,0.625,0.66,2.8,1.3,10.1,0.7,13.5,0.33,0.17,0.17,7.4,132.9,100.7
,James Nunnally,Nor,F,30.79,4,6.3,13.2,15.1,11.1,0,0,1,1,7,0.429,0.688,0.688,2.8,1,8.7,0,0,0,0,0.25,0,118.4,119.8
,Grant Riller,Cha,G,24.22,5,4.3,8.9,20.2,10,0,0,5,0.8,4,0.5,0.778,0.778,2.8,0,0,0.6,25.5,0.2,0,0.2,0,137.8,119.8
,Mason Jones,Phi,G,22.77,6,4.5,9.4,20.6,7.6,7,0.714,7,0.571,2,0.5,0.611,0.662,2.7,0.7,8.1,0.5,16.5,0.17,0,0.17,8.7,139,106.4
,Jabari Parker,Sac,F,26.12,3,9.1,19,15.8,30,0,0,6,0.667,1,0,0.571,0.571,2.7,2,12.3,0.3,4.9,0,0.33,1,5.2,82.8,107.3
,Chris Silva,Mia,F,24.61,11,7.5,15.7,15.6,31.5,15,0.733,12,0.667,1,1,0.731,0.765,2.7,2.3,17.1,0.5,10.5,0.09,0.45,0.82,7.8,116.5,85.1
,Matt Thomas,Tor,G,26.74,26,7.4,15.4,16,8.4,7,0.857,21,0.333,41,0.415,0.524,0.545,2.7,0.8,6,0.3,6.7,0.08,0,0.23,4.7,105.8,114.1
,P.J. Tucker,Mil,F,35.98,10,18,37.4,6.3,7.4,0,0,8,0.375,17,0.412,0.54,0.54,2.7,3,8.8,0.5,3.2,0.4,0.2,0.2,3.5,123,108.8
,Nemanja Bjelica,Mia,F,32.97,9,10.9,22.6,13.9,9.9,5,0.4,9,0.667,16,0.188,0.42,0.423,2.6,1.9,9.9,1.1,14.5,0.33,0.22,0.33,6.5,92.3,94.5
,Mamadi Diakite,Mil,F,24.27,12,8.5,17.7,14.3,8.7,6,1,22,0.5,7,0.143,0.431,0.49,2.6,2.3,14,0.5,7.3,0.33,0.42,0.25,6.8,108.7,99.2
,Josh Hall,Okc,F,20.55,14,12.4,25.8,18.1,21.7,29,0.586,25,0.28,20,0.1,0.222,0.32,2.6,2,8.4,1.3,13.7,0,0,1.14,6.1,65.7,105.2
,R.J. Hampton,Den,G,20.22,25,9.3,19.4,14.3,14.4,12,0.75,42,0.476,18,0.278,0.458,0.49,2.6,2,12.2,0.6,7.6,0.2,0.08,0.44,6.3,99.4,105.5
,Vernon Carey Jr.,Cha,F-C,20.17,15,6.3,13.2,16.8,13.5,9,0.889,21,0.619,7,0.143,0.518,0.579,2.5,1.4,12.1,0.1,3.1,0.07,0.27,0.33,4.5,104.9,103.3
,Torrey Craig,Mil,F,30.36,18,11.2,23.3,10.8,9.6,2,0.5,24,0.417,22,0.364,0.478,0.48,2.5,2.4,11.3,0.9,9.6,0.5,0.39,0.28,6.3,112.3,100.1
,Kris Dunn,Atl,G,27.12,2,14,29.2,22.9,13.6,4,0.75,9,0.111,2,0,0.091,0.196,2.5,1.5,5.9,0.5,4.5,0.5,0.5,1,3.5,42.9,85.6
,Romeo Langford,Bos,G-F,21.51,13,15.6,32.4,10.4,16.4,4,1,24,0.333,15,0.267,0.359,0.393,2.5,2.2,8,0.6,5,0.31,0.23,0.62,3.8,87.9,110.3
,Gary Payton II,Gol,G,28.41,10,4,8.4,16.6,6.3,4,0.75,9,0.889,4,0.5,0.846,0.847,2.5,1.1,14.5,0.1,4.1,0.6,0.1,0.1,6.5,152.5,84.3
,Brodric Thomas,Hou,G,24.25,4,6.1,12.6,24.8,28.4,7,0.714,1,1,6,0.167,0.357,0.496,2.5,1,8.8,1,22.7,0.25,0.25,1,8.9,88.2,95
,Killian Tillie,Mem,F-C,23.15,15,8.5,17.7,15.3,2.2,7,0.857,16,0.438,26,0.231,0.381,0.421,2.5,1.1,7.1,0.3,5,0.33,0.47,0.07,4.4,98.7,102.1
,Bol Bol,Den,C-F,21.45,27,4.7,9.9,22.3,18.4,14,0.643,27,0.556,20,0.45,0.606,0.621,2.4,0.7,8,0.3,7.7,0.11,0.37,0.44,6.8,100.9,106
,Jarrell Brantley,Uta,F,24.89,22,4.8,10,18.2,11.1,2,1,16,0.625,23,0.435,0.641,0.652,2.4,1,11.5,0.4,12.7,0.18,0.09,0.23,8.2,126,94.1
,CJ Elleby,Por,F-G,20.87,23,7.1,14.9,16.6,7.8,13,0.692,24,0.583,29,0.207,0.434,0.468,2.4,1.1,8.1,0.3,5,0.26,0.13,0.22,5.2,102,105.4
,Kelan Martin,Ind,F,25.74,24,5.7,11.8,19.9,11.1,7,0.857,30,0.467,23,0.348,0.491,0.517,2.4,1.3,12.4,0.3,8.2,0.21,0.13,0.29,6.9,103.4,105.2
,KZ Okpala,Mia,F-G,22,31,12.5,26,12,12.7,10,0.3,37,0.459,48,0.25,0.412,0.408,2.4,1.9,8.8,0.5,5.4,0.26,0.26,0.42,4.2,86.6,99.8
,Josh Green,Dal,G,20.45,30,10.3,21.6,12.5,18.3,15,0.6,47,0.532,18,0.167,0.454,0.475,2.3,1.9,10,0.5,6.8,0.27,0.1,0.53,5,96.7,109.5
,Justin James,Sac,G-F,24.26,27,6.2,13,16.1,9.5,16,0.5,31,0.581,19,0.316,0.54,0.543,2.3,0.4,3.6,0.6,11.9,0.11,0.04,0.22,5.3,109,119.5
,Alex Len,Tor,C,27.87,7,10.8,22.6,11.8,38.8,6,0.5,4,0.5,6,0.5,0.65,0.633,2.3,1.6,8,0.4,5.2,0.14,0.86,1.14,4.2,76.6,102.9
,Sean McDermott,Mem,F,24.48,17,9.2,19.1,11,9.9,8,1,11,0.727,22,0.227,0.47,0.534,2.3,1.1,6.5,0.2,3.2,0.12,0.18,0.24,3.5,108.8,113
,Jahmi'us Ramsey,Sac,G,19.89,6,3.8,7.9,20.8,9.1,0,0,4,1,6,0.333,0.7,0.7,2.3,0.8,12.2,0.5,21,0,0.17,0.17,10.2,,
,Justin Robinson,Okc,G,23.55,9,9.8,20.3,12.2,7.9,5,0.6,7,0.429,14,0.286,0.429,0.453,2.3,0.8,4.2,1,14.1,0.33,0,0.22,5,102,106.1
,Keita Bates-Diop,San,F,25.26,22,6.9,14.3,14.6,4,15,0.733,27,0.407,15,0.333,0.44,0.494,2.2,1.1,8.8,0.4,7.1,0.41,0.09,0.09,5.7,108.3,108.5
,Ed Davis,Min,C-F,31.9,22,13.3,27.7,8.1,12.4,12,0.833,44,0.432,0,0,0.432,0.487,2.2,5.1,20.9,1,9.3,0.59,0.59,0.32,6.7,127.6,96.3
,Anthony Gill,Was,F,28.53,21,6.8,14.2,13.2,13.1,6,0.667,19,0.737,18,0.278,0.581,0.593,2.2,2,15.1,0.3,5.6,0.29,0.14,0.29,6.5,116.1,101.9
,Isaac Bonga,Was,G,21.47,38,11,23,10.3,20.3,8,0.625,33,0.515,46,0.283,0.462,0.473,2.1,1.7,8.2,0.6,6.5,0.29,0.21,0.55,4.7,91.1,102.6
,Devontae Cacok,Lal,F,24.55,18,5,10.4,17,11.4,9,0.444,27,0.63,0,0,0.63,0.614,2.1,1.6,18.1,0.1,1.7,0.28,0.22,0.22,5.6,115.1,96.9
,Quinn Cook,Lal,G,28.1,16,3.9,8.1,21.9,9.6,5,0.8,13,0.538,13,0.385,0.558,0.585,2.1,0.3,4.5,0.3,12.4,0.06,0.06,0.19,5.9,,
,Wes Iwundu,Dal,F,26.36,23,12.5,26.1,9.9,9.4,14,0.857,29,0.483,23,0.13,0.356,0.421,2.1,1.9,8.4,0.4,4.4,0.39,0.13,0.26,3.7,92.5,106.3
,Cassius Winston,Was,G,23.16,19,4.9,10.2,16,5.6,6,0.833,15,0.333,16,0.5,0.548,0.58,2.1,0.5,5.1,0.6,16,0.11,0.05,0.11,7,120.6,108.9
,Wenyen Gabriel,Nor,F,24.09,12,8.1,16.8,14.9,26.4,7,0.571,12,0.333,10,0.4,0.455,0.478,2,1.7,11.4,0.7,10.4,0.33,0.17,0.75,6.6,91,104.7
,DaQuan Jeffries,Hou,G-F,23.66,6,13.4,27.8,9.6,0,0,0,7,0.429,11,0.182,0.333,0.333,2,2.2,8.6,0.5,5,0.17,0.5,0,3.9,89.2,112.8
,Luke Kornet,Chi,F-C,25.79,13,7.2,15,13.7,3.4,4,0.5,4,0.75,23,0.261,0.444,0.452,2,1.2,9.5,0.3,5.5,0.15,0.54,0.08,5,98.7,115.7
,T.J. Leaf,Por,F,24,1,9.5,19.8,9,50,0,0,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,79.3,119.2
,Nicolo Melli,Nor,F,30.26,22,11,22.9,12.1,10.1,7,0.857,22,0.364,37,0.189,0.314,0.346,2,2.6,13,1.1,12.7,0.41,0.05,0.32,6.5,92.4,103.2
,Miye Oni,Uta,G-F,23.74,45,9.1,19,10.9,14.5,6,0.833,10,0.5,76,0.329,0.494,0.508,2,1.6,9.3,0.4,5.9,0.13,0.18,0.33,4.8,104.7,99.2
,Norvel Pelle,Bro,C,28.23,3,9.3,19.3,15.7,30,0,0,7,0.429,0,0,0.429,0.429,2,2.3,14,0,0,0,1,1,0,75.7,83.2
,Ray Spalding,Hou,F,24.13,2,9.4,19.5,18,38.1,2,0,3,0.667,1,0,0.5,0.41,2,2,11.4,0,0,0,1,1.5,0,60.2,102.9
,Rayjon Tucker,Phi,G,23.6,12,4.1,8.4,17.8,14.9,14,0.857,6,0.5,5,0.4,0.545,0.699,2,0.8,10.2,0.4,13.7,0.17,0,0.25,8.4,132.8,99.7
,Moritz Wagner,Orl,F-C,24.01,1,8.5,17.7,20.4,25,0,0,2,0.5,1,0,0.333,0.333,2,2,12.3,1,17.2,0,0,1,7.5,74.1,106.8
,Chandler Hutchison,Chi,F-G,25.01,7,9.1,18.9,16.3,20.9,2,1,15,0.267,3,0.333,0.306,0.344,1.9,2.9,17.6,0.6,7.9,0.14,0,0.71,6.5,67.1,98
,Tre Jones,San,G,21.3,29,5.4,11.2,17.9,18.8,9,1,45,0.444,3,0.667,0.479,0.529,1.9,0.4,4.4,0.7,17,0.21,0,0.41,6,99.9,111.5
,Elijah Hughes,Uta,G,23.14,14,3.6,7.5,26.4,19.5,4,0.75,5,0.4,18,0.333,0.478,0.505,1.8,0.5,7.3,0.4,14.3,0.07,0.07,0.43,7.9,,
,Axel Toupane,Mil,G-F,20,8,7.7,15.9,9.7,0,7,0.714,9,0.333,2,0.5,0.409,0.497,1.8,0.8,5.2,0.5,7.6,0.25,0.38,0,4.7,118.8,104.5
,Alen Smailagic,Gol,F,20.69,10,4.5,9.4,15.9,0,4,0.25,10,0.5,5,0.4,0.533,0.507,1.7,0.8,9.5,0.3,9.5,0.2,0.4,0,6.6,114.2,100.8
,Damian Jones,Pho,C,25.83,14,6.7,13.9,12.8,22.4,11,0.545,15,0.533,1,0,0.5,0.528,1.6,1.3,10.9,0.3,5.3,0.07,0.36,0.43,5.1,100.1,92.9
,Anthony Tolliver,Phi,F,35.91,5,12.4,25.9,10.8,19.2,6,0.833,3,0,7,0.143,0.15,0.316,1.6,1.6,7.1,0.4,3.8,0.6,0.4,0.6,3.3,74.1,102.1
,Robert Woodard II,Sac,F,21.6,11,2.6,5.4,27.8,5.4,8,0.375,10,0.6,4,0.25,0.536,0.514,1.6,1,21.4,0,0,0,0.18,0.09,0,,
,Nate Darling,Cha,G,22.66,6,4,8.4,16.6,10.7,3,1,0,0,7,0.286,0.429,0.541,1.5,0.2,2.3,0.2,5.5,0,0.17,0.17,3.9,110.1,117.9
,Nate Hinton,Dal,G-F,21.89,15,3.8,7.9,24,16.3,6,0.667,15,0.533,8,0.125,0.413,0.449,1.5,0.4,5.8,0.3,12.8,0.33,0.07,0.33,5.9,,
,Vlatko Cancar,Den,F,24.05,34,5.4,11.3,13.9,20.5,8,0.875,21,0.619,22,0.227,0.477,0.516,1.4,1.1,11.1,0.3,6.8,0.26,0.06,0.35,5.7,94.2,105.9
,Trent Forrest,Uta,G,22.88,20,6.5,13.6,11.5,25.9,4,1,19,0.526,5,0.2,0.479,0.524,1.4,0.5,4.1,1.3,25.9,0.2,0.05,0.45,6,109.1,107.2
,Maurice Harkless,Mia,F-G,27.97,11,11.2,23.4,6.2,17.8,2,0,2,0,11,0.455,0.577,0.54,1.4,1.2,6,0.6,7.5,0.18,0.36,0.27,3.6,104.4,103.4
,Daniel Oturu,Lac,C,21.61,25,4.1,8.6,15.7,13.7,8,0.625,27,0.556,1,0,0.536,0.555,1.4,1.1,15.3,0.3,9.4,0.04,0.12,0.2,7.5,116.4,100.4
,Norvel Pelle,Nyk,C,28.23,5,5.3,11.1,8.1,0,2,0.5,4,0.75,0,0,0.75,0.717,1.4,1.4,14.3,0,0,0.2,0.6,0,0,148.5,109.4
,Jontay Porter,Mem,C-F,21.45,8,3.2,6.7,25.2,32.6,3,1,2,0.5,7,0.286,0.444,0.533,1.4,1.1,18.6,0.1,5,0.25,0,0.63,6.7,,
,Tyler Bey,Dal,F,23.21,12,3.9,8.2,18.9,5,5,0.6,14,0.357,3,0.333,0.382,0.417,1.3,1,13.9,0.1,2.9,0,0.08,0.08,5.2,,
,Tim Frazier,Mem,G,20,3,10.8,22.6,14.3,27.3,0,0,6,0.333,2,0,0.25,0.25,1.3,1.3,6.6,2.3,26,0.33,0,1,5.8,67.4,102.9
,Jalen Lecque,Ind,G,20.87,4,3,6.3,36.5,0,3,1,8,0.125,1,0,0.111,0.242,1.3,1.3,22.5,0.5,20.8,0,0,0,12.6,,
,Adam Mokoka,Chi,G,22.78,12,4.4,9.2,17.6,14,1,0,8,0.75,10,0.1,0.417,0.407,1.3,0.4,5.3,0.4,12.7,0.17,0.08,0.25,5.4,83.1,107
,Cassius Stanley,Ind,G,21.7,18,2.9,6.1,23.6,3.4,7,0.857,18,0.389,7,0.143,0.34,0.41,1.3,0.7,13.4,0.1,2.6,0,0.11,0.06,6.2,,
,Marques Bolden,Cle,C,23.03,6,4.8,9.9,13,23.5,8,0.625,3,0.333,0,0,0.333,0.537,1.2,1,11.8,0,0,0.33,0.33,0.33,0,100.3,115.6
,Bruno Fernando,Atl,F-C,22.7,29,6.6,13.7,13.4,33.9,18,0.667,29,0.414,2,0,0.387,0.462,1.2,2.3,19.2,0.3,6.1,0.07,0.1,0.69,5.7,80.2,102.4
,Mfiondu Kabengele,Lac,F-C,23.71,23,4.1,8.5,19.2,14.8,6,0.833,14,0.357,18,0.222,0.344,0.39,1.2,0.6,8.4,0.2,6.8,0.09,0.13,0.26,5.1,77.3,94
,Rodions Kurucs,Hou,F,23.23,11,6.8,14.2,17.6,29.1,2,0.5,6,0.5,15,0.133,0.286,0.297,1.2,1,7.8,0.4,7.2,0.55,0.36,0.82,4.6,52.9,105.1
,Juwan Morgan,Uta,F,24.03,24,5,10.4,10.5,10.3,7,0.429,11,0.727,12,0.25,0.543,0.537,1.2,1,11,0.4,9.8,0.17,0.04,0.13,6.3,120.8,93.2
,Andre Roberson,Bro,G-F,29.4,5,12.6,26.2,11.7,11.8,2,0.5,6,0.167,8,0.125,0.179,0.202,1.2,3,13.3,0.8,7.4,0.6,0.2,0.4,4.5,78.5,109.5
,Sindarius Thornwell,Nor,G,26.45,14,5.2,10.9,14.9,15.5,2,0,12,0.333,9,0.333,0.405,0.388,1.2,0.4,3.8,0.3,7,0.36,0.07,0.29,4,76.3,112.4
,Moritz Wagner,Bos,F-C,24.01,9,6.8,14.1,16.9,37.7,2,0.5,8,0.25,6,0.333,0.357,0.37,1.2,2.1,17.4,0.7,12.5,0,0.11,1,7.1,65.4,96.4
,Markus Howard,Den,G,22.16,30,3.3,6.8,26.2,13.6,2,0.5,15,0.467,35,0.171,0.32,0.324,1.1,0.4,7,0.4,16.1,0.07,0,0.27,6.8,,
,Karim Mane,Orl,G,20.95,10,8.8,18.4,8.9,16.5,5,0.8,11,0.182,2,0.5,0.269,0.362,1.1,1.4,8.3,0.4,5.9,0,0.2,0.3,3.9,76.7,106.5
,Deividas Sirvydis,Det,F-G,20.88,15,2.7,5.7,23.2,13.8,4,0.75,4,0.25,13,0.308,0.412,0.453,1.1,0.5,10.9,0.1,7.3,0.07,0,0.2,5.6,,
,Jalen Smith,Pho,F-C,21.12,22,4.1,8.4,18.1,13.8,3,0.333,19,0.474,11,0.182,0.4,0.399,1.1,0.9,12,0.1,2.9,0.05,0.09,0.23,4.5,81.1,102.6
,Quinndary Weatherspoon,San,G,24.63,17,4.5,9.3,16.4,31.6,8,0.875,14,0.429,2,0,0.375,0.487,1.1,0.4,4.2,0.3,8.5,0.35,0.12,0.53,4.5,77.7,95.9
,Udoka Azubuike,Uta,C-F,21.61,12,4.1,8.5,11.1,23.7,6,0.667,7,0.571,0,0,0.571,0.622,1,1.1,14,0,0,0.08,0.33,0.25,0,107.8,93.1
,Devon Dotson,Chi,G,21.74,6,3.6,7.5,14,0,0,0,6,0.5,1,0,0.429,0.429,1,0.5,7.7,0.3,12.5,0.17,0,0,5.9,,
,Cristiano Felicio,Chi,F-C,28.81,14,4.2,8.8,11.3,26,10,0.6,6,0.667,1,0,0.571,0.614,1,1,13.3,0.6,16.7,0.14,0,0.29,8,121.9,103.2
,Malik Fitts,Lac,F,20,3,3.6,7.5,12.3,0,0,0,1,0,2,0.5,0.5,0.5,1,1,15.6,0,0,0,0,0,0,,
,Shaquille Harrison,Uta,G,27.56,17,3.3,6.8,21.3,18.1,6,0.833,18,0.333,2,0,0.3,0.375,1,0.5,8.5,0.5,21.5,0.12,0,0.29,7.6,,
,Patrick McCaw,Tor,G,25.51,5,6.7,13.9,3,0,3,1,1,1,0,0,1,1.078,1,0.6,4.9,0.8,15.1,0.4,0,0,4.7,232.4,97.3
,Iman Shumpert,Bro,G,30.84,2,5.5,11.5,19.8,20,0,0,1,1,3,0,0.25,0.25,1,0.5,5.1,0,0,0.5,0,0.5,0,55.9,117.3
,Tyrell Terry,Dal,G,20.58,11,5.1,10.7,15.2,10.4,3,0.333,9,0.556,7,0,0.313,0.318,1,0.5,5.8,0.5,14,0.45,0,0.18,4.9,75,109.6
,Kostas Antetokounmpo,Lal,F,23.44,14,3.8,7.9,21,38.9,13,0.462,10,0.3,0,0,0.3,0.382,0.9,1.4,20,0.1,2.4,0.14,0.29,0.71,5.3,,
,Nick Richards,Cha,C,23.41,17,3.6,7.4,11.3,18.9,11,0.636,7,0.571,1,0,0.5,0.584,0.9,0.5,8.1,0.1,4.3,0,0,0.18,4,,
,Jalen Harris,Tor,G,22.71,4,3.5,7.3,15.3,20,0,0,2,0,2,0.5,0.375,0.375,0.8,0.8,11.7,0.5,18.8,0.25,0,0.25,7.8,,
,Vincent Poirier,Phi,C-F,27.53,10,3.9,8.1,19.4,17,6,0.333,11,0.273,1,0,0.25,0.273,0.8,1.3,18.3,0.2,6.6,0,0.3,0.3,6.1,,
,Al-Farouq Aminu,Chi,F,30.6,3,8,16.6,10.7,34,2,1,1,0,2,0,0,0.258,0.7,3,21.1,0.3,4.8,0,0,0.67,4.3,46.4,99
,Cameron Reynolds,San,F,26.22,3,2.1,4.3,14.1,0,0,0,2,0.5,0,0,0.5,0.5,0.7,0,0,0,0,0,0,0,0,,
,Ty-Shon Alexander,Pho,G,22.79,10,2.9,6.1,18.1,8.4,2,0.5,3,0.333,7,0.143,0.25,0.276,0.6,0.5,9.7,0.1,4.2,0,0.1,0.1,4.3,,
,Keljin Blevins,Por,G,25.43,12,5,10.4,14.3,15,0,0,11,0.182,6,0.167,0.206,0.206,0.6,0.4,4.5,0.3,8.4,0.17,0,0.25,3.3,56.4,111.2
,Brian Bowen II,Ind,F-G,22.57,5,2.8,5.9,13.5,0,1,1,3,0.333,1,0,0.25,0.338,0.6,0.6,11.6,0,0,0,0,0,0,,
,Javonte Green,Chi,G-F,27.77,7,4.9,10.2,16.2,31.1,2,1,7,0.143,1,0,0.125,0.225,0.6,1,11.4,0.3,6.9,0.29,0.29,0.57,4.6,52,104.7
,Rodions Kurucs,Bro,F,23.23,5,3.2,6.6,8.3,0,0,0,1,0,2,0.5,0.5,0.5,0.6,0.6,10.6,0.4,15.3,0,0,0,6.6,,
,Ignas Brazdeikis,Nyk,F,22.3,4,1.8,3.7,18,34.7,2,1,1,0,0,0,0,0.532,0.5,0.5,15.3,0.3,17.3,0,0,0.25,9.4,,
,Tyler Cook,Bro,F,23.6,4,4.2,8.6,10.5,25,0,0,3,0.333,0,0,0.333,0.333,0.5,0.5,6.7,0.5,14.5,0,0,0.25,4.8,88,108.1
,Jared Dudley,Lal,F,35.8,11,6.9,14.4,5.1,22.2,0,0,2,0,5,0.4,0.429,0.429,0.5,1.7,13.9,0.5,8.1,0.09,0.09,0.18,4.4,106.5,100.1
,Chris Silva,Sac,F,24.61,4,2.4,4.9,18.1,25,0,0,3,0.333,0,0,0.333,0.333,0.5,0.5,11.7,0,0,0,0.25,0.25,0,,
,Jared Harper,Nyk,G,23.62,5,2,4.3,25.6,34,2,1,2,0,1,0,0,0.258,0.4,0,0,0,0,0,0,0.4,0,,
,Jaylen Adams,Mil,G,24.98,7,2.6,5.4,18.6,0,0,0,6,0.167,2,0,0.125,0.125,0.3,0.4,8.7,0.3,12.7,0,0,0,5.1,,
,Terrance Ferguson,Phi,G,22.95,13,3.8,7.9,9.6,36.4,0,0,2,0.5,5,0,0.143,0.143,0.2,0.1,1.1,0.2,4.9,0.08,0,0.31,1.7,,
,Theo Pinson,Nyk,G-F,25.48,15,2.1,4.4,13.9,10,0,0,1,1,8,0,0.111,0.111,0.1,0.2,5.1,0.1,4,0,0,0.07,2.4,,
,Ignas Brazdeikis,Phi,F,22.3,1,7.9,16.5,16.3,0,0,0,2,0,1,0,0,0,0,2,13.9,0,0,0,0,0,0,0,110.9
,Gary Clark,Den,F,26.45,2,2.1,4.3,0,,0,0,0,0,0,0,,,0,0.5,13.9,0,0,0,0,0,0,,
,Ashton Hagans,Min,G-F,21.81,2,2.1,4.3,10.3,100,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.5,0,,
,Will Magnay,Nor,C,22.89,1,3.3,6.9,25.7,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
,Anzejs Pasecniks,Was,C-F,25.36,1,6.3,13.1,39.6,83.3,0,0,0,0,1,0,0,0,0,1,8.4,1,18,0,0,5,0,20.6,88.7
,Noah Vonleh,Bro,F,25.68,4,2.7,5.6,20.2,40,0,0,1,0,2,0,0,0,0,0.3,5.2,0.3,10.4,0,0,0.5,0,,
,Greg Whittington,Den,F,28.22,4,3,6.3,10.9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
,Jeremiah Martin,Cle,G,24.86,1,3.6,7.5,24.3,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,